teebenchargs_id,algorithm,threads,relR,relS,matches,phase1Cycles,phase2Cycles,cyclesPerTuple,phase1Time,phase2Time,totalTime,throughput,phase1L3CacheMisses,phase1L3HitRatio,phase1L2CacheMisses,phase1L2HitRatio,phase1IPC,phase1IR,phase1EWB,phase1VoluntaryCS,phase1InvoluntaryCS,phase1UserCpuTime,phase1SystemCpuTime,phase2L3CacheMisses,phase2L3HitRatio,phase2L2CacheMisses,phase2L2HitRatio,phase2IPC,phase2IR,phase2EWB,phase2VoluntaryCS,phase2InvoluntaryCS,phase2UserCpuTime,phase2SystemCpuTime,totalL3CacheMisses,totalL3HitRatio,totalL2CacheMisses,totalL2HitRatio,totalIPC,totalIR,totalEWB,totalVoluntaryCS,totalInvoluntaryCS,totalUserCpuTime,totalSystemCpuTime
972,CrkJoin,8,1310720,5242880,5242880,0,0,78,41015,109737,150752,43.4727,180,0.97,6309,0.27,0.53,1126750,0,80,48,368028,3573,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11476,0.92,153399,0.43,0.01,19604364,1488,80,80,368640,4446
973,CrkJoin,8,1310720,5242880,5242880,0,0,83,39207,121952,161159,40.6654,189,0.97,6567,0.25,0.53,1131332,0,82,48,361106,8473,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10062,0.92,149193,0.43,0.01,19413504,1504,82,80,361425,9635
974,CrkJoin,8,1310720,5242880,5242880,0,0,88,36707,134408,171115,38.2994,181,0.97,6585,0.24,0.54,1126778,0,78,47,352441,3798,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9800,0.92,143780,0.43,0.01,18319429,1536,78,79,353024,4703
975,CrkJoin,8,1310720,5242880,5242880,0,0,93,33662,145654,179316,36.5478,180,0.97,6393,0.27,0.50,1122655,0,85,48,336311,8043,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11156,0.92,152953,0.43,0.01,19901501,1488,85,80,336563,9429
976,CrkJoin,8,1310720,5242880,5242880,0,0,94,29952,151169,181121,36.1835,220,0.97,6894,0.27,0.48,1159886,0,75,49,315444,4908,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11219,0.92,149137,0.42,0.01,18583682,1536,75,81,316071,5943
977,CrkJoin,8,1310720,5242880,5242880,0,0,97,26728,161511,188239,34.8153,188,0.97,6883,0.25,0.52,1140964,0,84,47,288373,21092,0,0.00,0,0.00,0.00,0,0,0,0,0,0,12551,0.90,149261,0.44,0.01,19782335,1504,84,79,288873,21992
978,CrkJoin,8,1310720,5242880,5242880,0,0,94,23917,158068,181985,36.0118,180,0.97,6573,0.25,0.53,1129378,0,76,52,283338,9031,0,0.00,0,0.00,0.00,0,0,0,0,0,0,12483,0.90,147659,0.43,0.01,19661218,1504,76,84,283809,10008
979,CrkJoin,8,1310720,5242880,524288,0,0,53,44940,58735,103675,63.2129,212,0.97,6389,0.27,0.52,1148416,0,82,48,318007,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10728,0.92,149422,0.42,0.01,19873697,1504,82,80,318840,632
980,CrkJoin,8,1310720,5242880,5242880,0,0,72,44342,94997,139339,47.0335,194,0.97,6985,0.26,0.53,1139740,0,75,50,401780,10362,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11285,0.92,157042,0.44,0.01,20007337,1488,75,82,402397,11210
981,CrkJoin,8,1310720,5242880,5242880,0,0,69,43880,89740,133620,49.0465,182,0.97,6844,0.25,0.52,1134289,0,78,47,373630,9295,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11183,0.92,153400,0.42,0.01,19667203,1488,78,79,374253,10149
982,CrkJoin,8,1310720,5242880,5242880,0,0,73,42938,99102,142040,46.1391,180,0.97,6448,0.25,0.54,1124456,0,81,48,361524,14826,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10537,0.92,148562,0.44,0.01,19014990,1536,81,80,362564,15276
983,CrkJoin,8,1310720,5242880,5242880,0,0,78,41087,110805,151892,43.1464,177,0.97,6302,0.27,0.55,1121766,0,84,47,370045,4650,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10888,0.92,155152,0.43,0.01,19845756,1536,84,79,370364,5810
984,CrkJoin,8,1310720,5242880,5242880,0,0,88,38802,132273,171075,38.3083,182,0.97,6002,0.29,0.55,1127190,0,81,48,366796,16844,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11100,0.92,153746,0.44,0.01,20136957,1536,81,80,367391,17713
985,CrkJoin,8,1310720,5242880,5242880,0,0,87,36094,132641,168735,38.8396,180,0.97,6313,0.26,0.50,1119102,0,81,47,338733,16686,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10513,0.92,143860,0.43,0.01,19077163,1488,81,79,339418,17664
986,CrkJoin,8,1310720,5242880,5242880,0,0,92,32981,144378,177359,36.9510,178,0.97,6433,0.25,0.50,1125879,0,79,47,359458,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10130,0.92,148806,0.44,0.01,19298899,1488,79,79,361146,0
987,CrkJoin,8,1310720,5242880,5242880,0,0,95,30128,154311,184439,35.5326,181,0.97,6365,0.27,0.50,1123784,0,78,48,332473,6502,0,0.00,0,0.00,0.00,0,0,0,0,0,0,12096,0.91,150888,0.44,0.01,19611110,1488,78,80,333097,7575
988,CrkJoin,8,1310720,5242880,5242880,0,0,94,26770,155186,181956,36.0175,183,0.97,6456,0.27,0.51,1126094,0,77,48,280968,18850,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10697,0.91,142252,0.44,0.01,18768988,1536,77,80,281592,19896
989,CrkJoin,8,1310720,5242880,5242880,0,0,93,23700,156952,180652,36.2775,181,0.98,7535,0.23,0.51,1169448,0,85,47,267400,24000,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10004,0.92,146805,0.43,0.01,19230521,1504,85,79,268509,24629
990,CrkJoin,8,1310720,5242880,1048576,0,0,56,44985,63510,108495,60.4046,182,0.97,6309,0.28,0.53,1119606,0,84,48,322110,20232,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9524,0.92,141372,0.44,0.01,18884884,1536,84,80,322421,21378
991,CrkJoin,8,1310720,5242880,5242880,0,0,65,43999,82541,126540,51.7907,177,0.97,6611,0.27,0.53,1131074,0,81,48,379445,11127,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10143,0.92,149860,0.43,0.01,19335965,1504,81,80,379768,12250
992,CrkJoin,8,1310720,5242880,5242880,0,0,69,44203,89556,133759,48.9956,179,0.97,6430,0.27,0.53,1118459,0,77,47,372222,11621,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10384,0.92,148643,0.43,0.01,19668704,1488,77,79,372813,12486
993,CrkJoin,8,1310720,5242880,5242880,0,0,73,42967,98532,141499,46.3155,180,0.97,6700,0.26,0.53,1127328,0,71,48,390940,7305,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11107,0.92,150323,0.43,0.01,18557066,1536,71,80,391538,8175
994,CrkJoin,8,1310720,5242880,5242880,0,0,78,41309,110518,151827,43.1649,199,0.97,6871,0.25,0.51,1164073,0,76,48,364629,8152,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10805,0.92,152290,0.42,0.01,18558862,1536,76,80,365233,9028
995,CrkJoin,8,1310720,5242880,5242880,0,0,84,38977,123366,162343,40.3688,181,0.97,6346,0.25,0.53,1119900,0,83,47,360765,9731,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10990,0.92,153348,0.42,0.01,19434286,1504,83,79,361353,10560
996,CrkJoin,8,1310720,5242880,5242880,0,0,95,36251,147045,183296,35.7542,182,0.97,6664,0.27,0.53,1135869,0,81,48,365296,14220,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11418,0.92,155755,0.43,0.01,20068365,1504,81,80,365891,15089
997,CrkJoin,8,1310720,5242880,5242880,0,0,93,33108,146803,179911,36.4269,188,0.97,6680,0.28,0.51,1162683,0,78,47,336775,7642,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10154,0.92,149145,0.44,0.01,19628764,1488,78,79,337079,8820
998,CrkJoin,8,1310720,5242880,5242880,0,0,94,30314,152320,182634,35.8838,181,0.97,6715,0.26,0.50,1132368,0,83,48,332670,2884,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11111,0.92,149392,0.44,0.01,18657747,1536,83,80,333068,4118
999,CrkJoin,8,1310720,5242880,5242880,0,0,94,26762,155654,182416,35.9267,203,0.97,6859,0.25,0.51,1157333,0,80,48,300614,11297,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11312,0.91,146805,0.44,0.01,19365878,1536,80,80,301152,12233
1000,CrkJoin,8,1310720,5242880,5242880,0,0,91,23599,152349,175948,37.2474,187,0.97,6626,0.25,0.53,1122756,0,79,50,269308,9829,0,0.00,0,0.00,0.00,0,0,0,0,0,0,17155,0.87,150672,0.42,0.01,18809109,1536,79,82,269775,10757
1001,CrkJoin,8,1310720,5242880,1572865,0,0,57,45075,65068,110143,59.5008,6419,0.64,17869,0.25,0.45,1660877,0,85,49,315291,12466,0,0.00,0,0.00,0.00,0,0,0,0,0,0,16895,0.88,161962,0.43,0.01,20968655,1536,85,81,315571,13634
1002,CrkJoin,8,1310720,5242880,5242880,0,0,65,44098,81416,125514,52.2141,193,0.97,6573,0.27,0.51,1149569,0,78,47,373914,15384,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10721,0.92,155852,0.43,0.01,20118030,1504,78,79,374513,16256
1003,CrkJoin,8,1310720,5242880,5242880,0,0,71,44324,93362,137686,47.5982,181,0.97,6560,0.27,0.54,1127852,0,78,48,390401,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10458,0.92,148241,0.44,0.01,19162534,1536,78,80,391437,467
1004,CrkJoin,8,1310720,5242880,5242880,0,0,74,42557,100055,142612,45.9541,179,0.97,6721,0.25,0.54,1131959,0,85,50,386653,9913,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10605,0.92,155477,0.43,0.01,20224469,1536,85,83,386976,11129
1005,CrkJoin,8,1310720,5242880,5242880,0,0,79,41763,110616,152379,43.0086,194,0.97,6926,0.27,0.52,1160105,0,72,48,365249,10747,0,0.00,0,0.00,0.00,0,0,0,0,0,0,19798,0.86,158190,0.43,0.01,19779706,1488,72,80,365853,11628
1006,CrkJoin,8,1310720,5242880,5242880,0,0,83,39002,121902,160904,40.7299,183,0.97,6278,0.29,0.54,1120836,0,80,47,341191,25478,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9863,0.92,146568,0.44,0.01,19154242,1488,80,79,341757,26323
1007,CrkJoin,8,1310720,5242880,5242880,0,0,89,36437,134777,171214,38.2772,179,0.97,6299,0.29,0.54,1127803,0,84,47,340111,18287,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11164,0.92,155383,0.43,0.01,19736760,1488,84,79,340677,19199
1008,CrkJoin,8,1310720,5242880,5242880,0,0,93,33054,146281,179335,36.5439,181,0.97,6433,0.26,0.50,1122901,0,85,47,357726,4608,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10479,0.92,149056,0.43,0.01,19211454,1536,85,79,358384,5581
1009,CrkJoin,8,1310720,5242880,5242880,0,0,95,30056,153422,183478,35.7187,191,0.97,6825,0.27,0.54,1141664,0,76,48,310267,13000,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10297,0.92,144418,0.43,0.01,18907084,1488,76,80,310556,14100
1010,CrkJoin,8,1310720,5242880,5242880,0,0,95,26782,156326,183108,35.7909,193,0.97,7329,0.27,0.48,1179292,0,77,48,301336,10083,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11732,0.91,151556,0.44,0.01,19778679,1488,77,80,301706,11454
1011,CrkJoin,8,1310720,5242880,5242880,0,0,94,23783,157239,181022,36.2033,181,0.97,6687,0.26,0.54,1131503,0,75,49,276435,11828,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11886,0.91,148792,0.43,0.01,19703051,1536,75,81,276894,12761
1012,CrkJoin,8,1310720,5242880,2097152,0,0,58,45784,65921,111705,58.6688,181,0.97,6378,0.27,0.53,1120203,0,74,49,367427,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9393,0.92,140998,0.44,0.01,18801841,1536,74,81,368276,633
1013,CrkJoin,8,1310720,5242880,5242880,0,0,69,44505,88401,132906,49.3100,184,0.97,6670,0.27,0.53,1125670,0,73,49,391281,7450,0,0.00,0,0.00,0.00,0,0,0,0,0,0,15568,0.89,159875,0.42,0.01,19267888,1536,73,81,391897,8332
1014,CrkJoin,8,1310720,5242880,5242880,0,0,74,43801,99275,143076,45.8050,180,0.97,7290,0.26,0.52,1175898,0,81,49,392717,9754,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10793,0.92,156419,0.44,0.01,19816183,1488,81,81,393313,10641
1015,CrkJoin,8,1310720,5242880,5242880,0,0,76,42884,103926,146810,44.6400,183,0.97,6904,0.27,0.53,1152407,0,78,50,367978,16518,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9862,0.92,142950,0.44,0.01,18651299,1536,78,82,368568,17379
1016,CrkJoin,8,1310720,5242880,5242880,0,0,79,41329,112068,153397,42.7231,312,0.95,7087,0.26,0.52,1175523,0,74,49,342154,33201,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10679,0.92,149255,0.43,0.01,19302466,1536,74,81,342720,34082
1017,CrkJoin,8,1310720,5242880,5242880,0,0,84,38999,123299,162298,40.3800,183,0.97,6994,0.26,0.53,1139907,0,85,49,360415,9270,0,0.00,0,0.00,0.00,0,0,0,0,0,0,22532,0.87,186953,0.40,0.01,22729692,1504,85,81,360989,10101
1018,CrkJoin,8,1310720,5242880,5242880,0,0,88,36041,133327,169368,38.6944,185,0.97,6737,0.27,0.52,1136440,0,80,47,339606,15451,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10399,0.92,155034,0.43,0.01,19516754,1488,80,79,339917,16602
1019,CrkJoin,8,1310720,5242880,5242880,0,0,93,32873,147130,180003,36.4083,185,0.97,6760,0.29,0.53,1156268,0,85,48,361115,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,33639,0.84,241928,0.46,0.02,38866361,1504,85,80,362083,452
1020,CrkJoin,8,1310720,5242880,5242880,0,0,96,30089,154871,184960,35.4325,214,0.97,6762,0.29,0.50,1191625,0,78,49,334042,2550,0,0.00,0,0.00,0.00,0,0,0,0,0,0,16870,0.89,165866,0.42,0.01,20444970,1488,78,81,334679,3624
1021,CrkJoin,8,1310720,5242880,5242880,0,0,95,26748,156705,183453,35.7236,187,0.97,6679,0.28,0.53,1137251,0,87,49,303057,8576,0,0.00,0,0.00,0.00,0,0,0,0,0,0,19990,0.86,164758,0.41,0.01,20308644,1488,87,81,303281,9850
1022,CrkJoin,8,1310720,5242880,5242880,0,0,91,23791,151960,175751,37.2891,183,0.97,6519,0.25,0.53,1123811,0,77,48,270104,8340,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10620,0.92,143774,0.44,0.01,18936128,1536,77,80,270562,9337
1023,CrkJoin,8,1310720,5242880,2621440,0,0,63,45512,75816,121328,54.0156,180,0.97,6503,0.28,0.54,1116022,0,83,47,336500,135,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9242,0.93,141254,0.44,0.01,18928235,1488,83,79,336774,1272
1024,CrkJoin,8,1310720,5242880,5242880,0,0,65,44558,80570,125128,52.3752,178,0.97,6724,0.28,0.53,1128918,0,72,49,376387,7021,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9645,0.92,144829,0.44,0.01,18685120,1536,72,81,376947,7860
1025,CrkJoin,8,1310720,5242880,5242880,0,0,69,43887,90380,134267,48.8102,180,0.97,6455,0.27,0.54,1126453,0,82,48,382442,4077,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11330,0.92,157943,0.43,0.01,20867243,1504,82,80,382773,5149
1026,CrkJoin,8,1310720,5242880,5242880,0,0,81,42637,114104,156741,41.8117,219,0.97,6570,0.29,0.53,1138197,0,83,50,391532,16392,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10335,0.92,156495,0.44,0.01,19638866,1536,83,82,392571,16850
1027,CrkJoin,8,1310720,5242880,5242880,0,0,78,41216,109678,150894,43.4318,182,0.97,7289,0.28,0.50,1184893,0,76,47,367168,4432,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10378,0.92,149470,0.43,0.01,18605995,1536,76,79,367740,5318
1028,CrkJoin,8,1310720,5242880,5242880,0,0,83,38769,121502,160271,40.8907,202,0.97,6556,0.27,0.54,1140872,0,76,51,363285,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10769,0.92,161767,0.42,0.01,19466006,1536,76,83,364281,456
1029,CrkJoin,8,1310720,5242880,5242880,0,0,89,36719,134459,171178,38.2853,179,0.97,6360,0.26,0.53,1119891,0,88,47,343982,14926,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10920,0.92,159885,0.43,0.01,20234211,1488,88,79,344548,15809
1030,CrkJoin,8,1310720,5242880,5242880,0,0,97,33174,153971,187145,35.0188,183,0.97,6490,0.26,0.51,1131424,0,82,47,339825,18842,0,0.00,0,0.00,0.00,0,0,0,0,0,0,12469,0.91,156794,0.42,0.01,20274122,1504,82,79,340446,19841
1031,CrkJoin,8,1310720,5242880,5242880,0,0,95,30341,152670,183011,35.8099,191,0.97,6573,0.26,0.53,1131321,0,75,49,300044,21994,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11920,0.91,152452,0.43,0.01,19705268,1536,75,81,300580,22851
1032,CrkJoin,8,1310720,5242880,5242880,0,0,95,26559,157877,184436,35.5332,190,0.97,6426,0.29,0.53,1128983,0,85,47,312909,338,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11617,0.91,154525,0.44,0.01,19786143,1536,85,79,313420,1278
1033,CrkJoin,8,1310720,5242880,5242880,0,0,95,24185,158710,182895,35.8326,182,0.97,6422,0.29,0.53,1126950,0,83,47,287473,2205,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11069,0.91,139856,0.44,0.01,18533787,1536,83,79,287955,3196
1034,CrkJoin,8,1310720,5242880,3145729,0,0,56,45157,63923,109080,60.0807,284,0.96,7043,0.28,0.47,1198607,0,86,47,306671,14886,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9340,0.92,142967,0.42,0.01,18945265,1488,86,79,306956,16063
1035,CrkJoin,8,1310720,5242880,5242880,0,0,67,44306,85520,129826,50.4799,184,0.97,6270,0.27,0.54,1113454,0,77,49,393994,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9773,0.92,146069,0.44,0.01,19518860,1504,77,81,394972,407
1036,CrkJoin,8,1310720,5242880,5242880,0,0,69,43701,90485,134186,48.8397,181,0.97,6791,0.27,0.53,1132030,0,75,48,373200,10663,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9724,0.93,147892,0.43,0.01,19725587,1504,75,80,373823,11567
1037,CrkJoin,8,1310720,5242880,5242880,0,0,74,43363,99840,143203,45.7644,178,0.97,6633,0.25,0.54,1132162,0,77,48,371473,8339,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10407,0.92,152616,0.42,0.01,19762126,1504,77,80,372078,9203
1038,CrkJoin,8,1310720,5242880,5242880,0,0,78,41124,110759,151883,43.1490,180,0.97,6375,0.28,0.53,1124173,0,78,47,352037,23255,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9538,0.93,148358,0.43,0.01,19572066,1504,78,79,352659,24150
1039,CrkJoin,8,1310720,5242880,5242880,0,0,84,39290,122363,161653,40.5412,181,0.97,6598,0.27,0.54,1140275,0,72,52,357207,8691,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10401,0.92,145044,0.45,0.01,18909029,1488,72,84,357514,9846
1040,CrkJoin,8,1310720,5242880,5242880,0,0,89,36525,134661,171186,38.2835,236,0.97,8332,0.26,0.47,1268145,0,74,48,344327,15895,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10372,0.92,151863,0.43,0.01,19525455,1504,74,80,344740,17196
1041,CrkJoin,8,1310720,5242880,5242880,0,0,92,33298,144847,178145,36.7880,183,0.97,6561,0.25,0.49,1134805,0,75,47,357099,2254,0,0.00,0,0.00,0.00,0,0,0,0,0,0,23321,0.86,183838,0.41,0.01,22755596,1488,75,79,357738,3230
1042,CrkJoin,8,1310720,5242880,5242880,0,0,94,30319,152263,182582,35.8940,178,0.97,6538,0.27,0.53,1127332,0,77,48,306074,16550,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10623,0.92,151857,0.43,0.01,18952790,1536,77,80,306571,17443
1043,CrkJoin,8,1310720,5242880,5242880,0,0,96,26815,157942,184757,35.4715,180,0.97,6049,0.30,0.54,1112659,0,82,48,310976,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10354,0.92,150549,0.44,0.01,18733850,1536,82,80,312097,447
1044,CrkJoin,8,1310720,5242880,5242880,0,0,91,23704,151512,175216,37.4030,189,0.97,6836,0.27,0.49,1141082,0,76,49,271431,10286,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11466,0.91,148801,0.43,0.01,19823109,1536,76,81,271926,11389
1045,CrkJoin,8,1310720,5242880,3670017,0,0,54,46320,59322,105642,62.0359,183,0.97,6276,0.26,0.53,1114241,0,88,48,321430,11110,0,0.00,0,0.00,0.00,0,0,0,0,0,0,8578,0.93,136852,0.43,0.01,18347658,1488,88,80,321727,12313
1046,CrkJoin,8,1310720,5242880,5242880,0,0,65,44033,81840,125873,52.0652,476,0.93,7167,0.27,0.49,1195545,0,76,47,384655,4521,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10585,0.92,149412,0.43,0.01,19637924,1504,76,79,384936,5670
1047,CrkJoin,8,1310720,5242880,5242880,0,0,69,44032,90122,134154,48.8513,179,0.97,6425,0.26,0.53,1130467,0,74,50,371830,11947,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10328,0.92,146488,0.43,0.01,19666974,1504,74,82,372422,12829
1048,CrkJoin,8,1310720,5242880,5242880,0,0,73,42955,98964,141919,46.1785,186,0.97,7003,0.28,0.53,1170749,0,76,48,361866,13648,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10774,0.92,151600,0.43,0.01,19611935,1536,76,80,362458,14521
1049,CrkJoin,8,1310720,5242880,5242880,0,0,79,41112,111287,152399,43.0029,184,0.97,6999,0.28,0.52,1158997,0,81,47,373323,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,15081,0.89,157348,0.42,0.01,19057459,1536,81,79,374063,755
1050,CrkJoin,8,1310720,5242880,5242880,0,0,83,38931,121319,160250,40.8961,183,0.97,6580,0.26,0.52,1146553,0,77,47,355261,8024,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9855,0.92,146792,0.43,0.01,19170048,1504,77,79,355834,8862
1051,CrkJoin,8,1310720,5242880,5242880,0,0,89,36101,135260,171361,38.2444,241,0.97,7332,0.30,0.43,1262627,48,78,48,352673,6308,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10056,0.92,150447,0.43,0.01,19495013,1552,78,80,353241,7171
1052,CrkJoin,8,1310720,5242880,5242880,0,0,93,33180,146785,179965,36.4160,183,0.97,6360,0.28,0.50,1123761,0,79,47,337301,9946,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10544,0.92,150605,0.43,0.01,19482280,1504,79,79,338459,10419
1053,CrkJoin,8,1310720,5242880,5242880,0,0,94,30027,151785,181812,36.0460,183,0.97,6451,0.27,0.53,1132116,0,79,48,319738,18420,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11780,0.92,160597,0.43,0.01,20344606,1504,79,80,320284,19346
1054,CrkJoin,8,1310720,5242880,5242880,0,0,94,27007,155071,182078,35.9934,179,0.97,6406,0.28,0.53,1125651,0,68,48,309411,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10545,0.92,141616,0.43,0.01,18712414,1488,68,80,310887,0
1055,CrkJoin,8,1310720,5242880,5242880,0,0,92,24366,153164,177530,36.9155,282,0.96,7881,0.28,0.48,1229006,0,78,49,279574,2330,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11263,0.91,146272,0.44,0.01,18663836,1536,78,81,280046,3348
1056,CrkJoin,8,1310720,5242880,4194304,0,0,64,46393,76860,123253,53.1719,180,0.97,6195,0.30,0.54,1123032,0,90,49,380170,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11243,0.92,152111,0.46,0.01,19649779,1536,90,81,380998,676
1057,CrkJoin,8,1310720,5242880,5242880,0,0,70,44127,92039,136166,48.1295,178,0.97,6438,0.26,0.53,1122748,0,82,49,398284,6355,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11034,0.92,150788,0.45,0.01,18869166,1536,82,81,398569,7568
1058,CrkJoin,8,1310720,5242880,5242880,0,0,69,43731,89648,133379,49.1352,186,0.97,6586,0.24,0.54,1123092,0,79,48,378508,5592,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9872,0.93,149382,0.43,0.01,19041439,1504,79,80,379092,6448
1059,CrkJoin,8,1310720,5242880,5242880,0,0,74,42927,99571,142498,45.9908,180,0.97,6450,0.27,0.53,1127731,0,76,48,373618,5519,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10181,0.92,149153,0.44,0.01,19301684,1488,76,80,374191,6410
1060,CrkJoin,8,1310720,5242880,5242880,0,0,78,41432,109691,151123,43.3660,193,0.97,8058,0.26,0.51,1233248,0,69,50,368355,4387,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11464,0.91,148408,0.44,0.01,19490559,1536,69,82,368918,5211
1061,CrkJoin,8,1310720,5242880,5242880,0,0,84,38636,123032,161668,40.5374,181,0.98,7710,0.25,0.54,1192842,0,68,50,357861,9576,0,0.00,0,0.00,0.00,0,0,0,0,0,0,19181,0.87,165550,0.41,0.01,19928971,1488,68,82,358456,10487
1062,CrkJoin,8,1310720,5242880,5242880,0,0,89,36534,134766,171300,38.2580,183,0.97,6397,0.27,0.54,1130800,0,80,47,340469,18668,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9395,0.93,143440,0.44,0.01,18960473,1488,80,79,340766,19758
1063,CrkJoin,8,1310720,5242880,5242880,0,0,92,33687,145122,178809,36.6514,181,0.97,6389,0.26,0.53,1125058,0,88,49,359159,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11021,0.92,150845,0.44,0.01,18766037,1536,88,81,360124,423
1064,CrkJoin,8,1310720,5242880,5242880,0,0,96,30191,154777,184968,35.4310,186,0.97,7021,0.27,0.52,1162894,0,71,48,318559,21161,0,0.00,0,0.00,0.00,0,0,0,0,0,0,12737,0.91,165259,0.42,0.01,20481213,1504,71,80,319072,22043
1065,CrkJoin,8,1310720,5242880,5242880,0,0,94,26588,155227,181815,36.0454,201,0.97,7733,0.25,0.49,1211159,0,83,47,299988,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10268,0.92,146475,0.43,0.01,19056147,1536,83,79,301178,510
1066,CrkJoin,8,1310720,5242880,5242880,0,0,91,23715,152273,175988,37.2389,258,0.97,8156,0.27,0.49,1245146,0,83,47,268283,10832,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9940,0.92,142459,0.43,0.01,18660699,1536,83,79,268736,11773
1067,CrkJoin,8,1310720,5242880,4718594,0,0,64,45420,78912,124332,52.7105,180,0.97,6318,0.25,0.53,1126530,0,83,50,384419,3315,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9032,0.93,144558,0.46,0.01,18462184,1536,83,82,384701,4504
1068,CrkJoin,8,1310720,5242880,5242880,0,0,65,44766,81091,125857,52.0718,188,0.97,6282,0.29,0.54,1128676,0,72,54,407284,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,19689,0.86,152875,0.44,0.01,19106567,1536,72,86,408309,485
